tradeday,account,nav
"2017-08-11 00:00:00",XLIN01,3582.8750000000005
"2017-08-14 00:00:00",XLIN01,3580.3650000000007
"2017-08-15 00:00:00",XLIN01,3556.6550000000007
"2017-08-16 00:00:00",XLIN01,3557.3350000000005
"2017-08-17 00:00:00",XLIN01,3491.0850000000005
"2017-08-18 00:00:00",XLIN01,3477.125000000001
"2017-08-21 00:00:00",XLIN01,3476.3450000000007
"2017-08-22 00:00:00",XLIN01,3521.155
"2017-08-23 00:00:00",XLIN01,3520.8050000000003
"2017-08-24 00:00:00",XLIN01,3433.9050000000007
"2017-08-25 00:00:00",XLIN01,3454.8950000000004
"2017-08-28 00:00:00",XLIN01,3455.8050000000003
"2017-08-29 00:00:00",XLIN01,3472.2850000000008
"2017-08-30 00:00:00",XLIN01,3513.5750000000007
"2017-08-31 00:00:00",XLIN01,3508.9750000000004
"2017-09-01 00:00:00",XLIN01,3542.685000000001
"2017-09-04 00:00:00",XLIN01,3542.685000000001
"2017-09-05 00:00:00",XLIN01,3518.155
"2017-09-06 00:00:00",XLIN01,3547.1950000000006
"2017-09-07 00:00:00",XLIN01,3586.3750000000005
"2017-09-08 00:00:00",XLIN01,3491.2750000000005
"2017-09-11 00:00:00",XLIN01,3532.2150000000006
"2017-09-12 00:00:00",XLIN01,3577.175
"2017-09-13 00:00:00",XLIN01,3609.7250000000004
"2017-09-14 00:00:00",XLIN01,3582.635
"2017-09-15 00:00:00",XLIN01,3591.8650000000007
"2017-09-18 00:00:00",XLIN01,3563.4650000000006
"2017-09-19 00:00:00",XLIN01,3554.8550000000005
"2017-09-20 00:00:00",XLIN01,3541.9850000000006
"2017-09-21 00:00:00",XLIN01,3491.775000000001
"2017-09-22 00:00:00",XLIN01,3489.8050000000003
"2017-09-25 00:00:00",XLIN01,3448.745000000001
"2017-09-26 00:00:00",XLIN01,3440.0450000000005
"2017-09-27 00:00:00",XLIN01,3428.9850000000006
"2017-09-28 00:00:00",XLIN01,3415.995000000001
"2017-09-29 00:00:00",XLIN01,3402.735
"2017-10-02 00:00:00",XLIN01,3406.5550000000007
"2017-10-03 00:00:00",XLIN01,3455.815000000001
"2017-10-04 00:00:00",XLIN01,3459.7050000000004
"2017-10-05 00:00:00",XLIN01,3497.3550000000005
"2017-10-06 00:00:00",XLIN01,3482.0950000000007
"2017-10-09 00:00:00",XLIN01,3454.7950000000005
"2017-10-10 00:00:00",XLIN01,3482.9950000000003
"2017-10-11 00:00:00",XLIN01,3495.5150000000003
"2017-10-12 00:00:00",XLIN01,3520.215
"2017-10-13 00:00:00",XLIN01,3556.475000000001
"2017-10-16 00:00:00",XLIN01,3511.0550000000007
"2017-10-17 00:00:00",XLIN01,3516.8350000000005
"2017-10-18 00:00:00",XLIN01,3517.745000000001
"2017-10-19 00:00:00",XLIN01,3519.065
"2017-10-20 00:00:00",XLIN01,3522.9850000000006
"2017-10-23 00:00:00",XLIN01,3503.3850000000007
"2017-10-24 00:00:00",XLIN01,3509.7950000000005
"2017-10-25 00:00:00",XLIN01,3432.3000000000006
"2017-10-26 00:00:00",XLIN01,3517.125000000001
"2017-10-27 00:00:00",XLIN01,3546.7250000000004
"2017-10-30 00:00:00",XLIN01,3525.6250000000005
"2017-10-31 00:00:00",XLIN01,3521.475000000001
"2017-11-01 00:00:00",XLIN01,6028.8150000000005
"2017-11-02 00:00:00",XLIN01,6044.535000000001
"2017-11-03 00:00:00",XLIN01,6057.715
"2017-11-06 00:00:00",XLIN01,6029.615
"2017-11-07 00:00:00",XLIN01,6046.975000000001
"2017-11-08 00:00:00",XLIN01,6069.575000000001
"2017-11-09 00:00:00",XLIN01,6065.055000000001
"2017-11-10 00:00:00",XLIN01,6117.085000000001
"2017-11-13 00:00:00",XLIN01,6141.745000000001
"2017-11-14 00:00:00",XLIN01,6123.860000000001
"2017-11-15 00:00:00",XLIN01,6114.550000000002
"2017-11-16 00:00:00",XLIN01,6187.320000000001
"2017-11-17 00:00:00",XLIN01,6286.180000000002
"2017-11-20 00:00:00",XLIN01,6256.200000000003
"2017-11-21 00:00:00",XLIN01,6280.580000000001
"2017-11-22 00:00:00",XLIN01,6308.300000000002
"2017-11-23 00:00:00",XLIN01,6308.300000000002
"2017-11-24 00:00:00",XLIN01,6298.620000000002
"2017-11-27 00:00:00",XLIN01,6195.49
"2017-11-28 00:00:00",XLIN01,6265.870000000001
"2017-11-29 00:00:00",XLIN01,6254.800000000001
"2017-11-30 00:00:00",XLIN01,6333.650000000001
"2017-12-01 00:00:00",XLIN01,6332.288400000001
"2017-12-04 00:00:00",XLIN01,6396.638400000002
"2017-12-05 00:00:00",XLIN01,6398.768400000001
"2017-12-06 00:00:00",XLIN01,6403.818400000001
"2017-12-07 00:00:00",XLIN01,6421.078400000001
"2017-12-08 00:00:00",XLIN01,6438.5984
"2017-12-11 00:00:00",XLIN01,6461.1684000000005
"2017-12-12 00:00:00",XLIN01,6446.748400000001
"2017-12-13 00:00:00",XLIN01,6484.358400000001
"2017-12-14 00:00:00",XLIN01,6467.998400000002
"2017-12-15 00:00:00",XLIN01,6492.968400000002
"2017-12-18 00:00:00",XLIN01,6617.908400000001
"2017-12-19 00:00:00",XLIN01,6634.798400000001
"2017-12-20 00:00:00",XLIN01,6571.208400000001
"2017-12-21 00:00:00",XLIN01,6557.511200000001
"2017-12-22 00:00:00",XLIN01,6568.831200000001
"2017-12-25 00:00:00",XLIN01,6568.831200000001
"2017-12-26 00:00:00",XLIN01,6529.471200000001
"2017-12-27 00:00:00",XLIN01,6545.691200000002
"2017-12-28 00:00:00",XLIN01,6537.281200000001
"2017-12-29 00:00:00",XLIN01,6485.731200000001
"2018-01-01 00:00:00",XLIN01,6485.731200000001
"2018-01-02 00:00:00",XLIN01,6586.8312000000005
"2018-01-03 00:00:00",XLIN01,6663.681200000002
"2018-01-04 00:00:00",XLIN01,6626.761200000001
"2018-01-05 00:00:00",XLIN01,6740.461200000001
"2018-01-08 00:00:00",XLIN01,6791.571200000001
"2018-01-09 00:00:00",XLIN01,7777.341200000002
"2018-01-10 00:00:00",XLIN01,7758.4412
"2018-01-11 00:00:00",XLIN01,7812.7712
"2018-01-12 00:00:00",XLIN01,7883.7712
"2018-01-15 00:00:00",XLIN01,7883.7712
"2018-01-16 00:00:00",XLIN01,7861.671200000001
"2018-01-17 00:00:00",XLIN01,7913.311200000001
"2018-01-18 00:00:00",XLIN01,7914.071200000001
"2018-01-19 00:00:00",XLIN01,8000.561200000002
"2018-01-22 00:00:00",XLIN01,8012.9812
"2018-01-23 00:00:00",XLIN01,7976.521200000002
"2018-01-24 00:00:00",XLIN01,7977.781199999999
"2018-01-25 00:00:00",XLIN01,8035.1212000000005
"2018-01-26 00:00:00",XLIN01,8175.181199999999
"2018-01-29 00:00:00",XLIN01,8154.221200000002
"2018-01-30 00:00:00",XLIN01,8099.5412000000015
"2018-01-31 00:00:00",XLIN01,8107.1212000000005
"2018-02-01 00:00:00",XLIN01,8119.7024
"2018-02-02 00:00:00",XLIN01,7948.6824000000015
"2018-02-05 00:00:00",XLIN01,7711.182400000001
"2018-02-06 00:00:00",XLIN01,7763.042400000002
"2018-02-07 00:00:00",XLIN01,7698.332400000001
"2018-02-08 00:00:00",XLIN01,7545.842400000001
"2018-02-09 00:00:00",XLIN01,7566.362400000002
"2018-02-12 00:00:00",XLIN01,7548.142400000001
"2018-02-13 00:00:00",XLIN01,7690.3924000000015
"2018-02-14 00:00:00",XLIN01,7866.367400000001
"2018-02-15 00:00:00",XLIN01,7934.627399999999
"2018-02-16 00:00:00",XLIN01,7972.497400000001
"2018-02-19 00:00:00",XLIN01,7972.497400000001
"2018-02-20 00:00:00",XLIN01,7941.327400000001
"2018-02-21 00:00:00",XLIN01,12945.807400000002
"2018-02-22 00:00:00",XLIN01,12916.1874
"2018-02-23 00:00:00",XLIN01,13010.787400000001
"2018-02-26 00:00:00",XLIN01,13045.617399999997
"2018-02-27 00:00:00",XLIN01,12938.767399999999
"2018-02-28 00:00:00",XLIN01,12904.4974
"2018-03-01 00:00:00",XLIN01,12864.009799999998
"2018-03-02 00:00:00",XLIN01,12904.0698
"2018-03-05 00:00:00",XLIN01,13064.399800000001
"2018-03-06 00:00:00",XLIN01,13052.8998
"2018-03-07 00:00:00",XLIN01,13030.759800000003
"2018-03-08 00:00:00",XLIN01,12913.349800000002
"2018-03-09 00:00:00",XLIN01,14656.8598
"2018-03-12 00:00:00",XLIN01,14678.2098
"2018-03-13 00:00:00",XLIN01,14609.479799999997
"2018-03-14 00:00:00",XLIN01,14619.1298
"2018-03-15 00:00:00",XLIN01,14637.699800000002
"2018-03-16 00:00:00",XLIN01,14661.7998
"2018-03-19 00:00:00",XLIN01,14480.939799999998
"2018-03-20 00:00:00",XLIN01,11353.979800000001
"2018-03-21 00:00:00",XLIN01,11412.8598
"2018-03-22 00:00:00",XLIN01,11264.429800000002
"2018-03-23 00:00:00",XLIN01,11072.479800000005
"2018-03-26 00:00:00",XLIN01,11306.099800000002
"2018-03-27 00:00:00",XLIN01,11087.249800000001
"2018-03-28 00:00:00",XLIN01,11092.799799999999
"2018-03-29 00:00:00",XLIN01,11191.089800000003
"2018-03-30 00:00:00",XLIN01,11191.089800000003
"2018-04-02 00:00:00",XLIN01,10927.934200000003
"2018-04-03 00:00:00",XLIN01,11009.994200000001
"2018-04-04 00:00:00",XLIN01,11172.784200000002
"2018-04-05 00:00:00",XLIN01,11212.484200000003
"2018-04-06 00:00:00",XLIN01,11046.624200000002
"2018-04-09 00:00:00",XLIN01,11026.854200000003
"2018-04-10 00:00:00",XLIN01,11158.274200000003
"2018-04-11 00:00:00",XLIN01,11161.194200000004
"2018-04-12 00:00:00",XLIN01,11194.244200000001
"2018-04-13 00:00:00",XLIN01,11150.364200000002
"2018-04-16 00:00:00",XLIN01,11245.4042
"2018-04-17 00:00:00",XLIN01,11408.414200000001
"2018-04-18 00:00:00",XLIN01,11444.854200000002
"2018-04-19 00:00:00",XLIN01,11362.924200000001
"2018-04-20 00:00:00",XLIN01,11291.904200000003
"2018-04-23 00:00:00",XLIN01,11282.864200000002
"2018-04-24 00:00:00",XLIN01,11238.874200000002
"2018-04-25 00:00:00",XLIN01,11214.694200000002
"2018-04-26 00:00:00",XLIN01,11584.864200000002
"2018-04-27 00:00:00",XLIN01,11556.534200000002
"2018-04-30 00:00:00",XLIN01,11637.8542
"2018-05-01 00:00:00",XLIN01,11550.079400000002
"2018-05-02 00:00:00",XLIN01,11382.089400000003
"2018-05-03 00:00:00",XLIN01,11319.919400000002
"2018-05-04 00:00:00",XLIN01,11485.9194
"2018-05-07 00:00:00",XLIN01,11468.619400000001
"2018-05-08 00:00:00",XLIN01,11512.869400000003
"2018-05-09 00:00:00",XLIN01,11538.219400000002
"2018-05-10 00:00:00",XLIN01,11573.989400000002
"2018-05-11 00:00:00",XLIN01,11609.069400000002
"2018-05-14 00:00:00",XLIN01,11646.794399999999
"2018-05-15 00:00:00",XLIN01,11593.3144
"2018-05-16 00:00:00",XLIN01,11721.384400000003
"2018-05-17 00:00:00",XLIN01,11697.614400000002
"2018-05-18 00:00:00",XLIN01,11608.894400000001
"2018-05-21 00:00:00",XLIN01,11695.984400000003
"2018-05-22 00:00:00",XLIN01,11600.594400000002
"2018-05-23 00:00:00",XLIN01,11662.294400000002
"2018-05-24 00:00:00",XLIN01,11673.974400000003
"2018-05-25 00:00:00",XLIN01,11679.734400000001
"2018-05-28 00:00:00",XLIN01,11679.734400000001
"2018-05-29 00:00:00",XLIN01,11688.604400000002
"2018-05-30 00:00:00",XLIN01,11819.1144
"2018-05-31 00:00:00",XLIN01,11701.269400000001
"2018-06-01 00:00:00",XLIN01,11828.329000000002
"2018-06-04 00:00:00",XLIN01,12012.299000000005
"2018-06-05 00:00:00",XLIN01,12132.859000000002
"2018-06-06 00:00:00",XLIN01,12195.109000000002
"2018-06-07 00:00:00",XLIN01,12239.629000000003
"2018-06-08 00:00:00",XLIN01,12346.919000000002
"2018-06-11 00:00:00",XLIN01,12410.379000000003
"2018-06-12 00:00:00",XLIN01,12555.159000000003
"2018-06-13 00:00:00",XLIN01,12537.489000000001
"2018-06-14 00:00:00",XLIN01,12662.809000000001
"2018-06-15 00:00:00",XLIN01,12627.729000000001
"2018-06-18 00:00:00",XLIN01,12665.809000000003
"2018-06-19 00:00:00",XLIN01,12604.099000000004
"2018-06-20 00:00:00",XLIN01,12650.799000000003
"2018-06-21 00:00:00",XLIN01,12827.699000000002
"2018-06-22 00:00:00",XLIN01,12993.609000000002
"2018-06-25 00:00:00",XLIN01,12743.019000000004
"2018-06-26 00:00:00",XLIN01,12775.909000000001
"2018-06-27 00:00:00",XLIN01,12614.879
"2018-06-28 00:00:00",XLIN01,12542.839
"2018-06-29 00:00:00",XLIN01,12530.739000000001
"2018-07-02 00:00:00",XLIN01,12582.232200000004
"2018-07-03 00:00:00",XLIN01,12588.7122
"2018-07-04 00:00:00",XLIN01,12588.7122
"2018-07-05 00:00:00",XLIN01,12657.162200000002
"2018-07-06 00:00:00",XLIN01,12851.612200000005
"2018-07-09 00:00:00",XLIN01,12790.1422
"2018-07-10 00:00:00",XLIN01,12761.362200000003
"2018-07-11 00:00:00",XLIN01,12639.5722
"2018-07-12 00:00:00",XLIN01,12724.2822
"2018-07-13 00:00:00",XLIN01,17723.8122
"2018-07-16 00:00:00",XLIN01,17695.8522
"2018-07-17 00:00:00",XLIN01,17813.352199999998
"2018-07-18 00:00:00",XLIN01,17738.8522
"2018-07-19 00:00:00",XLIN01,17696.0322
"2018-07-20 00:00:00",XLIN01,17631.332200000004
"2018-07-23 00:00:00",XLIN01,17600.8722
"2018-07-24 00:00:00",XLIN01,17399.342200000006
"2018-07-25 00:00:00",XLIN01,17778.3322
"2018-07-26 00:00:00",XLIN01,17776.5422
"2018-07-27 00:00:00",XLIN01,17622.7822
"2018-07-30 00:00:00",XLIN01,17210.682200000003
"2018-07-31 00:00:00",XLIN01,17065.732200000002
"2018-08-01 00:00:00",XLIN01,17133.603000000003
"2018-08-02 00:00:00",XLIN01,17014.263000000003
"2018-08-03 00:00:00",XLIN01,17257.463
"2018-08-06 00:00:00",XLIN01,17323.593000000004
"2018-08-07 00:00:00",XLIN01,17386.683
"2018-08-08 00:00:00",XLIN01,17557.293000000005
"2018-08-09 00:00:00",XLIN01,17522.703
"2018-08-10 00:00:00",XLIN01,17477.293
"2018-08-13 00:00:00",XLIN01,17455.403000000002
"2018-08-14 00:00:00",XLIN01,17619.273
"2018-08-15 00:00:00",XLIN01,17502.233
"2018-08-16 00:00:00",XLIN01,17694.453
"2018-08-17 00:00:00",XLIN01,17847.483000000004
"2018-08-20 00:00:00",XLIN01,17916.343
"2018-08-21 00:00:00",XLIN01,18038.053
"2018-08-22 00:00:00",XLIN01,18120.773
"2018-08-23 00:00:00",XLIN01,18237.103000000003
"2018-08-24 00:00:00",XLIN01,18271.363
"2018-08-27 00:00:00",XLIN01,18212.243
"2018-08-28 00:00:00",XLIN01,18279.273
"2018-08-29 00:00:00",XLIN01,18363.813000000002
"2018-08-30 00:00:00",XLIN01,18322.703
"2018-08-31 00:00:00",XLIN01,18378.523
"2018-09-03 00:00:00",XLIN01,18378.523
"2018-09-04 00:00:00",XLIN01,18448.804600000003
"2018-09-05 00:00:00",XLIN01,20088.294599999997
"2018-09-06 00:00:00",XLIN01,20124.9896
"2018-09-07 00:00:00",XLIN01,20102.679600000003
"2018-09-10 00:00:00",XLIN01,20150.2396
"2018-09-11 00:00:00",XLIN01,20167.689599999998
"2018-09-12 00:00:00",XLIN01,20168.2896
"2018-09-13 00:00:00",XLIN01,20078.019600000003
"2018-09-14 00:00:00",XLIN01,19916.6496
"2018-09-17 00:00:00",XLIN01,19679.199600000004
"2018-09-18 00:00:00",XLIN01,19782.599599999998
"2018-09-19 00:00:00",XLIN01,19652.599600000005
"2018-09-20 00:00:00",XLIN01,19919.4396
"2018-09-21 00:00:00",XLIN01,19824.1696
"2018-09-24 00:00:00",XLIN01,19585.5296
"2018-09-25 00:00:00",XLIN01,19869.2496
"2018-09-26 00:00:00",XLIN01,19908.1896
"2018-09-27 00:00:00",XLIN01,19951.1796
"2018-09-28 00:00:00",XLIN01,19994.1596
"2018-10-01 00:00:00",XLIN01,19759.355600000003
"2018-10-02 00:00:00",XLIN01,19531.135599999998
"2018-10-03 00:00:00",XLIN01,19444.575600000004
"2018-10-04 00:00:00",XLIN01,19089.315599999998
"2018-10-05 00:00:00",XLIN01,19038.7956
"2018-10-08 00:00:00",XLIN01,18837.215599999996
"2018-10-09 00:00:00",XLIN01,18707.2356
"2018-10-10 00:00:00",XLIN01,18165.8156
"2018-10-11 00:00:00",XLIN01,17918.565599999998
"2018-10-12 00:00:00",XLIN01,18315.5256
"2018-10-15 00:00:00",XLIN01,18274.6956
"2018-10-16 00:00:00",XLIN01,18574.675600000002
"2018-10-17 00:00:00",XLIN01,18527.925600000002
"2018-10-18 00:00:00",XLIN01,18353.865599999997
"2018-10-19 00:00:00",XLIN01,17813.605600000003
"2018-10-22 00:00:00",XLIN01,17926.6856
"2018-10-23 00:00:00",XLIN01,18065.825600000004
"2018-10-24 00:00:00",XLIN01,17464.8756
"2018-10-25 00:00:00",XLIN01,17909.385599999998
"2018-10-26 00:00:00",XLIN01,17779.5756
"2018-10-29 00:00:00",XLIN01,17872.1656
"2018-10-30 00:00:00",XLIN01,18457.2456
"2018-10-31 00:00:00",XLIN01,18879.86560000001
"2018-11-01 00:00:00",XLIN01,19076.100000000002
"2018-11-02 00:00:00",XLIN01,19004.080000000005
"2018-11-05 00:00:00",XLIN01,19059.7
"2018-11-06 00:00:00",XLIN01,18923.150000000005
"2018-11-07 00:00:00",XLIN01,19334.120000000006
"2018-11-08 00:00:00",XLIN01,20085.020000000004
"2018-11-09 00:00:00",XLIN01,19928.810000000005
"2018-11-12 00:00:00",XLIN01,19610.090000000004
"2018-11-13 00:00:00",XLIN01,19696.9
"2018-11-14 00:00:00",XLIN01,19515.000000000004
"2018-11-15 00:00:00",XLIN01,19789.91
"2018-11-16 00:00:00",XLIN01,19713.870000000003
"2018-11-19 00:00:00",XLIN01,19009.079999999998
"2018-11-20 00:00:00",XLIN01,18664.700000000004
"2018-11-21 00:00:00",XLIN01,18862.34
"2018-11-22 00:00:00",XLIN01,18862.34
"2018-11-23 00:00:00",XLIN01,18838.340000000004
"2018-11-26 00:00:00",XLIN01,19224.440000000002
"2018-11-27 00:00:00",XLIN01,19249.149999999998
"2018-11-28 00:00:00",XLIN01,19910.1
"2018-11-29 00:00:00",XLIN01,19966.100000000002
"2018-11-30 00:00:00",XLIN01,20014.08
"2018-12-03 00:00:00",XLIN01,20318.650800000003
"2018-12-04 00:00:00",XLIN01,19698.0708
"2018-12-05 00:00:00",XLIN01,19698.0708
"2018-12-06 00:00:00",XLIN01,19819.8758
"2018-12-07 00:00:00",XLIN01,19347.595800000006
"2018-12-10 00:00:00",XLIN01,19452.275800000007
"2018-12-11 00:00:00",XLIN01,19529.4858
"2018-12-12 00:00:00",XLIN01,19753.4358
"2018-12-13 00:00:00",XLIN01,19829.145800000006
"2018-12-14 00:00:00",XLIN01,19558.6858
"2018-12-17 00:00:00",XLIN01,18976.355800000005
"2018-12-18 00:00:00",XLIN01,18840.178600000003
"2018-12-19 00:00:00",XLIN01,18595.6686
"2018-12-20 00:00:00",XLIN01,18172.398600000008
"2018-12-21 00:00:00",XLIN01,17852.508600000005
"2018-12-24 00:00:00",XLIN01,17434.4386
"2018-12-25 00:00:00",XLIN01,17434.4386
"2018-12-26 00:00:00",XLIN01,18406.428600000003
"2018-12-27 00:00:00",XLIN01,18727.218600000004
"2018-12-28 00:00:00",XLIN01,18898.168600000008
"2018-12-31 00:00:00",XLIN01,18915.4386
"2019-01-01 00:00:00",XLIN01,18915.4386
"2019-01-02 00:00:00",XLIN01,19001.118600000005
"2019-01-03 00:00:00",XLIN01,18503.6186
"2019-01-04 00:00:00",XLIN01,19128.0786
"2019-01-07 00:00:00",XLIN01,19605.818600000006
"2019-01-08 00:00:00",XLIN01,19879.588600000006
"2019-01-09 00:00:00",XLIN01,20059.048600000002
"2019-01-10 00:00:00",XLIN01,20183.898600000004
"2019-01-11 00:00:00",XLIN01,20152.798600000002
"2019-01-14 00:00:00",XLIN01,19939.588600000003
"2019-01-15 00:00:00",XLIN01,20551.578600000004
"2019-01-16 00:00:00",XLIN01,20444.4686
"2019-01-17 00:00:00",XLIN01,20383.048600000006
"2019-01-18 00:00:00",XLIN01,40610.71860000001
"2019-01-21 00:00:00",XLIN01,40610.71860000001
"2019-01-22 00:00:00",XLIN01,40449.94860000001
"2019-01-23 00:00:00",XLIN01,40520.47859999999
"2019-01-24 00:00:00",XLIN01,40584.2586
"2019-01-25 00:00:00",XLIN01,40921.308600000004
"2019-01-28 00:00:00",XLIN01,40687.06860000001
"2019-01-29 00:00:00",XLIN01,40344.358600000014
"2019-01-30 00:00:00",XLIN01,40881.218600000015
"2019-01-31 00:00:00",XLIN01,41567.33860000001
"2019-02-01 00:00:00",XLIN01,41601.399399999995
"2019-02-04 00:00:00",XLIN01,41996.4594
"2019-02-05 00:00:00",XLIN01,42301.459400000014
"2019-02-06 00:00:00",XLIN01,42195.92939999999
"2019-02-07 00:00:00",XLIN01,41823.259399999995
"2019-02-08 00:00:00",XLIN01,41972.52939999999
"2019-02-11 00:00:00",XLIN01,42271.32939999999
"2019-02-12 00:00:00",XLIN01,42317.3994
"2019-02-13 00:00:00",XLIN01,42131.7994
"2019-02-14 00:00:00",XLIN01,41971.5294
"2019-02-15 00:00:00",XLIN01,41988.829399999995
"2019-02-18 00:00:00",XLIN01,41988.829399999995
"2019-02-19 00:00:00",XLIN01,42210.9094
"2019-02-20 00:00:00",XLIN01,41997.4694
"2019-02-21 00:00:00",XLIN01,41860.879400000005
"2019-02-22 00:00:00",XLIN01,42320.00940000001
"2019-02-25 00:00:00",XLIN01,42359.67940000001
"2019-02-26 00:00:00",XLIN01,42286.27939999999
"2019-02-27 00:00:00",XLIN01,42147.109399999994
"2019-02-28 00:00:00",XLIN01,42315.49940000001
"2018-03-07 00:00:00",XLIN02,23342
"2018-03-08 00:00:00",XLIN02,23342
"2018-03-09 00:00:00",XLIN02,23342
"2018-03-12 00:00:00",XLIN02,23342
"2018-03-13 00:00:00",XLIN02,23342
"2018-03-14 00:00:00",XLIN02,23342
"2018-03-15 00:00:00",XLIN02,23342
"2018-03-16 00:00:00",XLIN02,23342
"2018-03-19 00:00:00",XLIN02,23342
"2018-03-20 00:00:00",XLIN02,23342
"2018-03-21 00:00:00",XLIN02,23318.4945
"2018-03-22 00:00:00",XLIN02,22883.244499999997
"2018-03-23 00:00:00",XLIN02,22609.7945
"2018-03-26 00:00:00",XLIN02,22852.0945
"2018-03-27 00:00:00",XLIN02,22546.4945
"2018-03-28 00:00:00",XLIN02,22558.4945
"2018-03-29 00:00:00",XLIN02,22807.4445
"2018-03-30 00:00:00",XLIN02,22807.4445
"2018-04-02 00:00:00",XLIN02,22458.344500000003
"2018-04-03 00:00:00",XLIN02,22528.9945
"2018-04-04 00:00:00",XLIN02,22679.094500000003
"2018-04-05 00:00:00",XLIN02,22775.144500000002
"2018-04-06 00:00:00",XLIN02,22528.0445
"2018-04-09 00:00:00",XLIN02,22620.144500000002
"2018-04-10 00:00:00",XLIN02,22901.794500000004
"2018-04-11 00:00:00",XLIN02,22893.944499999998
"2018-04-12 00:00:00",XLIN02,22829.944499999998
"2018-04-13 00:00:00",XLIN02,22747.494499999997
"2018-04-16 00:00:00",XLIN02,22844.6945
"2018-04-17 00:00:00",XLIN02,23045.2445
"2018-04-18 00:00:00",XLIN02,22937.894500000002
"2018-04-19 00:00:00",XLIN02,22862.9445
"2018-04-20 00:00:00",XLIN02,22675.3445
"2018-04-23 00:00:00",XLIN02,22658.244499999997
"2018-04-24 00:00:00",XLIN02,22425.6945
"2018-04-25 00:00:00",XLIN02,22340.694499999998
"2018-04-26 00:00:00",XLIN02,22585.344499999996
"2018-04-27 00:00:00",XLIN02,22644.2445
"2018-04-30 00:00:00",XLIN02,22513.694499999998
"2018-05-01 00:00:00",XLIN02,22254.694499999998
"2018-05-02 00:00:00",XLIN02,22113.5445
"2018-05-03 00:00:00",XLIN02,22055.9445
"2018-05-04 00:00:00",XLIN02,22314.794499999996
"2018-05-07 00:00:00",XLIN02,22406.8945
"2018-05-08 00:00:00",XLIN02,22432.7945
"2018-05-09 00:00:00",XLIN02,22457.194499999998
"2018-05-10 00:00:00",XLIN02,22696.5445
"2018-05-11 00:00:00",XLIN02,22744.194499999998
"2018-05-14 00:00:00",XLIN02,22748.7445
"2018-05-15 00:00:00",XLIN02,22542.5445
"2018-05-16 00:00:00",XLIN02,22621.5445
"2018-05-17 00:00:00",XLIN02,22572.2195
"2018-05-18 00:00:00",XLIN02,22460.0695
"2018-05-21 00:00:00",XLIN02,22547.9195
"2018-05-22 00:00:00",XLIN02,22491.019500000002
"2018-05-23 00:00:00",XLIN02,22636.1195
"2018-05-24 00:00:00",XLIN02,22642.0195
"2018-05-25 00:00:00",XLIN02,22605.0695
"2018-05-28 00:00:00",XLIN02,22605.0695
"2018-05-29 00:00:00",XLIN02,22541.6195
"2018-05-30 00:00:00",XLIN02,22780.069499999998
"2018-05-31 00:00:00",XLIN02,22778.7695
"2018-06-01 00:00:00",XLIN02,22998.2195
"2018-06-04 00:00:00",XLIN02,23170.8195
"2018-06-05 00:00:00",XLIN02,23169.6695
"2018-06-06 00:00:00",XLIN02,23285.3695
"2018-06-07 00:00:00",XLIN02,23231.109500000002
